,filepath,rocauc,brocauc,prauc,bprauc,f1,tn,fp,fn,tp
44,../logs/pretrain/150/regression_output_epoch_50_2020-07-07-15-26-30.csv,0.8508108108108108,0.8704000000000001,0.6215126778972927,0.7941955042759936,0.5862068965517241,58,16,8,17
45,../logs/pretrain/151/regression_output_epoch_10_2020-07-07-15-34-49.csv,0.7902702702702703,0.7312000000000001,0.6504051813583104,0.7715790972713843,0.5294117647058824,49,25,7,18
46,../logs/pretrain/151/regression_output_epoch_20_2020-07-07-15-35-04.csv,0.7967567567567567,0.784,0.6594371947705667,0.8216818083045077,0.5074626865671642,49,25,8,17
47,../logs/pretrain/151/regression_output_epoch_30_2020-07-07-15-35-19.csv,0.798918918918919,0.776,0.6661550306154648,0.7977763676953608,0.5074626865671642,49,25,8,17
48,../logs/pretrain/151/regression_output_epoch_40_2020-07-07-15-35-34.csv,0.7951351351351352,0.7712,0.6657265523556756,0.8113010580925637,0.4923076923076923,50,24,9,16
49,../logs/pretrain/151/regression_output_epoch_50_2020-07-07-15-35-49.csv,0.7951351351351351,0.7632,0.6619218545616412,0.7913701221637582,0.4923076923076923,50,24,9,16
50,../logs/pretrain/152/regression_output_epoch_10_2020-07-07-15-41-46.csv,0.7491891891891892,0.7152000000000001,0.5894471947744364,0.7538332651508834,0.5,48,26,8,17
51,../logs/pretrain/152/regression_output_epoch_20_2020-07-07-15-42-07.csv,0.7448648648648648,0.68,0.5892260823411766,0.7145992615726648,0.5,48,26,8,17
52,../logs/pretrain/152/regression_output_epoch_30_2020-07-07-15-42-28.csv,0.7486486486486487,0.76,0.5958423816013272,0.8044219527877674,0.5,48,26,8,17
53,../logs/pretrain/152/regression_output_epoch_40_2020-07-07-15-42-50.csv,0.7421621621621622,0.7568,0.5927361892295107,0.8048210783722294,0.4615384615384615,49,25,10,15
54,../logs/pretrain/152/regression_output_epoch_50_2020-07-07-15-43-11.csv,0.7410810810810811,0.7247999999999999,0.5985636056798397,0.7583991214314031,0.46875,50,24,10,15
55,../logs/pretrain/153/regression_output_epoch_10_2020-07-07-15-47-22.csv,0.8118918918918918,0.8288,0.6341415717288005,0.8339276493388897,0.5507246376811594,49,25,6,19
56,../logs/pretrain/153/regression_output_epoch_20_2020-07-07-15-47-40.csv,0.8102702702702702,0.7552000000000001,0.6472248263474761,0.7680975886681005,0.5507246376811594,49,25,6,19
57,../logs/pretrain/153/regression_output_epoch_30_2020-07-07-15-47-57.csv,0.8064864864864865,0.7584,0.6383525237180543,0.7627516031566317,0.5671641791044777,51,23,6,19
58,../logs/pretrain/153/regression_output_epoch_40_2020-07-07-15-48-16.csv,0.8010810810810811,0.8256,0.6287858892262743,0.8306777441426592,0.5373134328358209,50,24,7,18
59,../logs/pretrain/153/regression_output_epoch_50_2020-07-07-15-48-33.csv,0.7962162162162163,0.7343999999999999,0.617834543239662,0.7352256600290894,0.5454545454545455,51,23,7,18
60,../logs/pretrain/154/regression_output_epoch_10_2020-07-07-15-42-21.csv,0.8286486486486486,0.8688,0.6577144945988652,0.8583055399890439,0.6060606060606061,53,21,5,20
61,../logs/pretrain/154/regression_output_epoch_20_2020-07-07-15-42-42.csv,0.827027027027027,0.88,0.6565960808151138,0.8677290317682498,0.5714285714285714,54,20,7,18
62,../logs/pretrain/154/regression_output_epoch_30_2020-07-07-15-43-03.csv,0.8272972972972973,0.8352,0.6485136897557238,0.8247167500339203,0.5806451612903226,55,19,7,18
63,../logs/pretrain/154/regression_output_epoch_40_2020-07-07-15-43-23.csv,0.8275675675675676,0.8256,0.6468108813419651,0.8165618569770015,0.5666666666666667,56,18,8,17
64,../logs/pretrain/154/regression_output_epoch_50_2020-07-07-15-43-44.csv,0.8245945945945946,0.836,0.6407137356543049,0.8394070328202168,0.5517241379310344,57,17,9,16
65,../logs/pretrain/155/regression_output_epoch_10_2020-07-07-15-47-41.csv,0.8308108108108108,0.8128,0.634486725352624,0.7924664662749064,0.625,55,19,5,20
66,../logs/pretrain/155/regression_output_epoch_20_2020-07-07-15-47-56.csv,0.8286486486486486,0.8688,0.627411588625129,0.8529210017237332,0.6129032258064517,56,18,6,19
67,../logs/pretrain/155/regression_output_epoch_30_2020-07-07-15-48-12.csv,0.8254054054054054,0.8672,0.6216106026959842,0.8497104820643645,0.6229508196721312,57,17,6,19
68,../logs/pretrain/155/regression_output_epoch_40_2020-07-07-15-48-27.csv,0.8243243243243243,0.7888000000000001,0.62248967078822,0.77339983063954,0.6,57,17,7,18
69,../logs/pretrain/155/regression_output_epoch_50_2020-07-07-15-48-42.csv,0.8216216216216217,0.8336,0.6183368513542645,0.8285736541419455,0.6,57,17,7,18
70,../logs/pretrain/156/regression_output_epoch_10_2020-07-07-15-47-41.csv,0.8232432432432433,0.8176,0.6538541462163634,0.8249895560334184,0.5882352941176471,51,23,5,20
71,../logs/pretrain/156/regression_output_epoch_20_2020-07-07-15-47-56.csv,0.8291891891891892,0.7232000000000001,0.6556495017580927,0.7434878971624048,0.59375,54,20,6,19
